up:/sensors.camera/1/view.front_overhead#StreamStatus,vehicle.sensors.camera.v1.StreamStatus
up:/sensors.camera/1/view.front_overhead#FrameInvalid,vehicle.sensors.camera.v1.FrameInvalid
up:/sensors.camera/1/view.front_overhead#CapabilityInfo,vehicle.sensors.camera.v1.CapabilityInfo
up:/sensors.camera/1/view.surround_overhead_360#CameraFrame,vehicle.sensors.camera.v1.CameraFrame
up:/sensors.camera/1/view.surround_overhead_360#StreamStatus,vehicle.sensors.camera.v1.StreamStatus
up:/sensors.camera/1/view.surround_overhead_360#FrameInvalid,vehicle.sensors.camera.v1.FrameInvalid
up:/sensors.camera/1/view.surround_overhead_360#CapabilityInfo,vehicle.sensors.camera.v1.CapabilityInfo
up:/sensors.camera/1/view.surround_bowl_360#CameraFrame,vehicle.sensors.camera.v1.CameraFrame
up:/sensors.camera/1/view.surround_bowl_360#StreamStatus,vehicle.sensors.camera.v1.StreamStatus
up:/sensors.camera/1/view.surround_bowl_360#FrameInvalid,vehicle.sensors.camera.v1.FrameInvalid
up:/sensors.camera/1/view.surround_bowl_360#CapabilityInfo,vehicle.sensors.camera.v1.CapabilityInfo
up:/sensors.camera/1/view.rear_hitch#CameraFrame,vehicle.sensors.camera.v1.CameraFrame
up:/sensors.camera/1/view.rear_hitch#StreamStatus,vehicle.sensors.camera.v1.StreamStatus
up:/sensors.camera/1/view.rear_hitch#FrameInvalid,vehicle.sensors.camera.v1.FrameInvalid
up:/sensors.camera/1/view.rear_hitch#CapabilityInfo,vehicle.sensors.camera.v1.CapabilityInfo
up:/sensors.camera/1/view.cargo_bed#CameraFrame,vehicle.sensors.camera.v1.CameraFrame
up:/sensors.camera/1/view.cargo_bed#StreamStatus,vehicle.sensors.camera.v1.StreamStatus
up:/sensors.camera/1/view.cargo_bed#FrameInvalid,vehicle.sensors.camera.v1.FrameInvalid
up:/sensors.camera/1/view.cargo_bed#CapabilityInfo,vehicle.sensors.camera.v1.CapabilityInfo
up:/sensors.camera/1/view.bed_hitch#CameraFrame,vehicle.sensors.camera.v1.CameraFrame
up:/sensors.camera/1/view.bed_hitch#StreamStatus,vehicle.sensors.camera.v1.StreamStatus
up:/sensors.camera/1/view.bed_hitch#FrameInvalid,vehicle.sensors.camera.v1.FrameInvalid
